Location,Time,Date,Location_code,Patch_ID,Uroleucon,Cycloneda_sanguinea
dike,12,4-Jul-14,1,3,11,0
dike,13,7-Jul-14,1,3,24,0
dike,14,10-Jul-14,1,3,33,0
dike,15,13-Jul-14,1,3,45,0
dike,16,16-Jul-14,1,3,49,0
dike,17,19-Jul-14,1,3,31,0
dike,18,22-Jul-14,1,3,74,0
dike,19,25-Jul-14,1,3,1,0
dike,20,28-Jul-14,1,3,0,0
dike,1,1-Jun-14,1,4,11,0
dike,2,4-Jun-14,1,4,7,0
dike,3,7-Jun-14,1,4,16,0
dike,4,10-Jun-14,1,4,75,0
dike,5,13-Jun-14,1,4,139,0
dike,6,16-Jun-14,1,4,263,0
dike,7,19-Jun-14,1,4,180,1
dike,8,22-Jun-14,1,4,202,2
dike,9,25-Jun-14,1,4,82,1
dike,10,28-Jun-14,1,4,34,1
dike,11,1-Jul-14,1,4,4,0
dike,12,4-Jul-14,1,4,14,0
dike,13,7-Jul-14,1,4,36,0
dike,14,10-Jul-14,1,4,27,0
dike,15,13-Jul-14,1,4,28,0
dike,16,16-Jul-14,1,4,20,0
dike,17,19-Jul-14,1,4,47,0
dike,18,22-Jul-14,1,4,46,0
dike,19,25-Jul-14,1,4,50,0
dike,20,28-Jul-14,1,4,54,0
dike,1,1-Jun-14,1,5,42,0
dike,2,4-Jun-14,1,5,49,0
dike,3,7-Jun-14,1,5,73,0
dike,4,10-Jun-14,1,5,22,0
dike,5,13-Jun-14,1,5,22,0
dike,6,16-Jun-14,1,5,44,0
dike,7,19-Jun-14,1,5,28,0
dike,8,22-Jun-14,1,5,12,0
dike,9,25-Jun-14,1,5,15,0
dike,10,28-Jun-14,1,5,26,0
dike,11,1-Jul-14,1,5,32,0
dike,12,4-Jul-14,1,5,30,0
dike,13,7-Jul-14,1,5,77,0
dike,14,10-Jul-14,1,5,86,0
dike,15,13-Jul-14,1,5,46,0
dike,16,16-Jul-14,1,5,6,0
dike,17,19-Jul-14,1,5,8,0
dike,18,22-Jul-14,1,5,13,0
dike,19,25-Jul-14,1,5,6,0
dike,20,28-Jul-14,1,5,23,0
dike,1,1-Jun-14,1,6,14,0
dike,2,4-Jun-14,1,6,58,0
dike,3,7-Jun-14,1,6,81,0
dike,4,10-Jun-14,1,6,110,0
dike,5,13-Jun-14,1,6,65,0
dike,6,16-Jun-14,1,6,42,0
dike,7,19-Jun-14,1,6,2,0
dike,8,22-Jun-14,1,6,7,0
dike,9,25-Jun-14,1,6,0,0
dike,10,28-Jun-14,1,6,2,0
dike,11,1-Jul-14,1,6,1,0
dike,12,4-Jul-14,1,6,0,0
dike,13,7-Jul-14,1,6,0,0
dike,14,10-Jul-14,1,6,0,0
dike,15,13-Jul-14,1,6,0,0
dike,16,16-Jul-14,1,6,0,0
dike,17,19-Jul-14,1,6,0,0
dike,18,22-Jul-14,1,6,0,0
dike,19,25-Jul-14,1,6,0,0
dike,20,28-Jul-14,1,6,0,0
dike,1,1-Jun-14,1,7,125,0
dike,2,4-Jun-14,1,7,157,0
dike,3,7-Jun-14,1,7,113,0
dike,4,10-Jun-14,1,7,72,0
dike,5,13-Jun-14,1,7,292,0
dike,6,16-Jun-14,1,7,164,0
dike,7,19-Jun-14,1,7,65,0
dike,8,22-Jun-14,1,7,60,0
dike,9,25-Jun-14,1,7,45,0
dike,10,28-Jun-14,1,7,14,0
dike,11,1-Jul-14,1,7,2,0
dike,12,4-Jul-14,1,7,0,0
dike,13,7-Jul-14,1,7,0,0
dike,14,10-Jul-14,1,7,0,0
dike,15,13-Jul-14,1,7,14,0
dike,16,16-Jul-14,1,7,15,0
dike,17,19-Jul-14,1,7,38,0
dike,18,22-Jul-14,1,7,0,0
dike,19,25-Jul-14,1,7,78,0
dike,20,28-Jul-14,1,7,89,0
dike,1,1-Jun-14,1,8,216,0
dike,2,4-Jun-14,1,8,61,1
dike,3,7-Jun-14,1,8,73,0
dike,4,10-Jun-14,1,8,235,0
dike,5,13-Jun-14,1,8,291,0
dike,6,16-Jun-14,1,8,217,1
dike,7,19-Jun-14,1,8,76,0
dike,8,22-Jun-14,1,8,126,0
dike,9,25-Jun-14,1,8,181,0
dike,10,28-Jun-14,1,8,74,0
dike,11,1-Jul-14,1,8,63,0
dike,12,4-Jul-14,1,8,25,0
dike,13,7-Jul-14,1,8,11,0
dike,14,10-Jul-14,1,8,2,0
dike,15,13-Jul-14,1,8,0,0
dike,16,16-Jul-14,1,8,2,0
dike,17,19-Jul-14,1,8,0,0
dike,18,22-Jul-14,1,8,0,0
dike,19,25-Jul-14,1,8,1,0
dike,20,28-Jul-14,1,8,37,0
dike,1,1-Jun-14,1,10,37,0
dike,2,4-Jun-14,1,10,70,0
dike,3,7-Jun-14,1,10,53,0
dike,4,10-Jun-14,1,10,55,0
dike,5,13-Jun-14,1,10,39,1
dike,6,16-Jun-14,1,10,0,0
dike,7,19-Jun-14,1,10,0,0
dike,8,22-Jun-14,1,10,0,0
dike,9,25-Jun-14,1,10,1,0
dike,10,28-Jun-14,1,10,0,0
dike,11,1-Jul-14,1,10,1,0
dike,12,4-Jul-14,1,10,7,0
dike,13,7-Jul-14,1,10,0,0
dike,14,10-Jul-14,1,10,0,0
dike,15,13-Jul-14,1,10,9,0
dike,16,16-Jul-14,1,10,0,0
dike,17,19-Jul-14,1,10,0,0
dike,18,22-Jul-14,1,10,10,0
dike,19,25-Jul-14,1,10,12,0
dike,20,28-Jul-14,1,10,20,0
dike,1,1-Jun-14,1,11,10,0
dike,2,4-Jun-14,1,11,18,1
dike,3,7-Jun-14,1,11,5,0
dike,4,10-Jun-14,1,11,9,1
dike,5,13-Jun-14,1,11,16,0
dike,6,16-Jun-14,1,11,6,0
dike,7,19-Jun-14,1,11,21,0
dike,8,22-Jun-14,1,11,41,0
dike,9,25-Jun-14,1,11,26,0
dike,10,28-Jun-14,1,11,48,0
dike,11,1-Jul-14,1,11,33,0
dike,12,4-Jul-14,1,11,40,0
dike,13,7-Jul-14,1,11,82,0
dike,14,10-Jul-14,1,11,33,0
dike,15,13-Jul-14,1,11,67,0
dike,16,16-Jul-14,1,11,99,0
dike,17,19-Jul-14,1,11,71,0
dike,18,22-Jul-14,1,11,50,0
dike,19,25-Jul-14,1,11,33,0
dike,20,28-Jul-14,1,11,32,0
dike,1,1-Jun-14,1,12,2,0
dike,2,4-Jun-14,1,12,2,0
dike,3,7-Jun-14,1,12,39,0
dike,4,10-Jun-14,1,12,56,0
dike,5,13-Jun-14,1,12,96,0
dike,6,16-Jun-14,1,12,76,0
dike,7,19-Jun-14,1,12,66,0
dike,8,22-Jun-14,1,12,46,1
dike,9,25-Jun-14,1,12,92,0
dike,10,28-Jun-14,1,12,70,0
dike,11,1-Jul-14,1,12,17,1
dike,12,4-Jul-14,1,12,9,0
dike,13,7-Jul-14,1,12,18,0
dike,14,10-Jul-14,1,12,26,0
dike,15,13-Jul-14,1,12,8,0
dike,16,16-Jul-14,1,12,19,0
dike,17,19-Jul-14,1,12,17,0
dike,18,22-Jul-14,1,12,27,0
dike,19,25-Jul-14,1,12,30,0
dike,20,28-Jul-14,1,12,46,0
dike,1,1-Jun-14,1,13,1,0
dike,2,4-Jun-14,1,13,3,0
dike,3,7-Jun-14,1,13,39,1
dike,4,10-Jun-14,1,13,122,1
dike,5,13-Jun-14,1,13,96,1
dike,6,16-Jun-14,1,13,152,1
dike,7,19-Jun-14,1,13,21,0
dike,8,22-Jun-14,1,13,52,0
dike,9,25-Jun-14,1,13,139,0
dike,10,28-Jun-14,1,13,186,2
dike,11,1-Jul-14,1,13,62,0
dike,12,4-Jul-14,1,13,76,0
dike,13,7-Jul-14,1,13,50,3
dike,14,10-Jul-14,1,13,10,1
dike,15,13-Jul-14,1,13,8,0
dike,16,16-Jul-14,1,13,4,0
dike,17,19-Jul-14,1,13,18,0
dike,18,22-Jul-14,1,13,38,0
dike,19,25-Jul-14,1,13,6,0
dike,20,28-Jul-14,1,13,31,0
dike,1,1-Jun-14,1,14,5,0
dike,2,4-Jun-14,1,14,1,0
dike,3,7-Jun-14,1,14,16,0
dike,4,10-Jun-14,1,14,7,0
dike,5,13-Jun-14,1,14,8,1
dike,6,16-Jun-14,1,14,24,0
dike,7,19-Jun-14,1,14,33,0
dike,8,22-Jun-14,1,14,119,0
dike,9,25-Jun-14,1,14,243,0
dike,10,28-Jun-14,1,14,345,0
dike,11,1-Jul-14,1,14,280,0
dike,12,4-Jul-14,1,14,64,0
dike,13,7-Jul-14,1,14,20,0
dike,14,10-Jul-14,1,14,6,0
dike,15,13-Jul-14,1,14,4,0
dike,16,16-Jul-14,1,14,3,0
dike,17,19-Jul-14,1,14,10,0
dike,18,22-Jul-14,1,14,9,0
dike,19,25-Jul-14,1,14,13,0
dike,20,28-Jul-14,1,14,22,0
dike,1,1-Jun-14,1,15,22,0
dike,2,4-Jun-14,1,15,10,0
dike,3,7-Jun-14,1,15,75,0
dike,4,10-Jun-14,1,15,48,1
dike,5,13-Jun-14,1,15,201,0
dike,6,16-Jun-14,1,15,125,0
dike,7,19-Jun-14,1,15,9,0
dike,8,22-Jun-14,1,15,73,0
dike,9,25-Jun-14,1,15,73,0
dike,10,28-Jun-14,1,15,14,0
dike,11,1-Jul-14,1,15,6,0
dike,12,4-Jul-14,1,15,11,0
dike,13,7-Jul-14,1,15,22,0
dike,14,10-Jul-14,1,15,83,0
dike,15,13-Jul-14,1,15,62,0
dike,16,16-Jul-14,1,15,62,0
dike,17,19-Jul-14,1,15,43,0
dike,18,22-Jul-14,1,15,38,0
dike,19,25-Jul-14,1,15,18,0
dike,20,28-Jul-14,1,15,7,0
dike,1,1-Jun-14,1,16,49,1
dike,2,4-Jun-14,1,16,26,0
dike,3,7-Jun-14,1,16,41,0
dike,4,10-Jun-14,1,16,132,0
dike,5,13-Jun-14,1,16,162,0
dike,6,16-Jun-14,1,16,192,0
dike,7,19-Jun-14,1,16,151,0
dike,8,22-Jun-14,1,16,401,0
dike,9,25-Jun-14,1,16,336,0
dike,10,28-Jun-14,1,16,228,1
dike,11,1-Jul-14,1,16,77,0
dike,12,4-Jul-14,1,16,43,0
dike,13,7-Jul-14,1,16,44,0
dike,14,10-Jul-14,1,16,72,0
dike,15,13-Jul-14,1,16,33,0
dike,16,16-Jul-14,1,16,72,0
dike,17,19-Jul-14,1,16,27,0
dike,18,22-Jul-14,1,16,62,0
dike,19,25-Jul-14,1,16,55,0
dike,20,28-Jul-14,1,16,46,0
dike,1,1-Jun-14,1,17,12,1
dike,2,4-Jun-14,1,17,4,0
dike,3,7-Jun-14,1,17,69,0
dike,4,10-Jun-14,1,17,4,0
dike,5,13-Jun-14,1,17,24,0
dike,6,16-Jun-14,1,17,21,0
dike,7,19-Jun-14,1,17,1,0
dike,8,22-Jun-14,1,17,23,0
dike,9,25-Jun-14,1,17,5,0
dike,10,28-Jun-14,1,17,2,0
dike,11,1-Jul-14,1,17,7,0
dike,12,4-Jul-14,1,17,0,0
dike,13,7-Jul-14,1,17,0,0
dike,14,10-Jul-14,1,17,0,0
dike,15,13-Jul-14,1,17,0,0
dike,16,16-Jul-14,1,17,0,0
dike,17,19-Jul-14,1,17,0,0
dike,18,22-Jul-14,1,17,0,0
dike,19,25-Jul-14,1,17,0,0
dike,20,28-Jul-14,1,17,0,0
dike,1,1-Jun-14,1,18,5,0
dike,2,4-Jun-14,1,18,1,1
dike,3,7-Jun-14,1,18,4,1
dike,4,10-Jun-14,1,18,17,0
dike,5,13-Jun-14,1,18,39,0
dike,6,16-Jun-14,1,18,6,0
dike,7,19-Jun-14,1,18,7,0
dike,8,22-Jun-14,1,18,22,0
dike,9,25-Jun-14,1,18,38,0
dike,10,28-Jun-14,1,18,554,1
dike,11,1-Jul-14,1,18,8,0
dike,12,4-Jul-14,1,18,0,0
dike,13,7-Jul-14,1,18,0,0
dike,14,10-Jul-14,1,18,0,0
dike,15,13-Jul-14,1,18,0,0
dike,16,16-Jul-14,1,18,0,0
dike,17,19-Jul-14,1,18,0,0
dike,18,22-Jul-14,1,18,0,0
dike,19,25-Jul-14,1,18,0,0
dike,20,28-Jul-14,1,18,0,0
dike,1,1-Jun-14,1,19,56,0
dike,2,4-Jun-14,1,19,62,0
dike,3,7-Jun-14,1,19,79,0
dike,4,10-Jun-14,1,19,122,0
dike,5,13-Jun-14,1,19,54,0
dike,6,16-Jun-14,1,19,149,0
dike,7,19-Jun-14,1,19,37,0
dike,8,22-Jun-14,1,19,46,0
dike,9,25-Jun-14,1,19,27,0
dike,10,28-Jun-14,1,19,20,0
dike,11,1-Jul-14,1,19,0,0
dike,12,4-Jul-14,1,19,0,0
dike,13,7-Jul-14,1,19,2,0
dike,14,10-Jul-14,1,19,0,0
dike,15,13-Jul-14,1,19,9,0
dike,16,16-Jul-14,1,19,10,0
dike,17,19-Jul-14,1,19,10,0
dike,18,22-Jul-14,1,19,25,0
dike,19,25-Jul-14,1,19,0,0
dike,20,28-Jul-14,1,19,4,0
dike,1,1-Jun-14,1,20,220,0
dike,2,4-Jun-14,1,20,215,0
dike,3,7-Jun-14,1,20,40,0
dike,4,10-Jun-14,1,20,265,0
dike,5,13-Jun-14,1,20,171,0
dike,6,16-Jun-14,1,20,233,0
dike,7,19-Jun-14,1,20,70,0
dike,8,22-Jun-14,1,20,210,0
dike,9,25-Jun-14,1,20,162,0
dike,10,28-Jun-14,1,20,18,0
dike,11,1-Jul-14,1,20,0,0
dike,12,4-Jul-14,1,20,0,0
dike,13,7-Jul-14,1,20,0,0
dike,14,10-Jul-14,1,20,0,0
dike,15,13-Jul-14,1,20,0,0
dike,16,16-Jul-14,1,20,0,0
dike,17,19-Jul-14,1,20,0,0
dike,18,22-Jul-14,1,20,0,0
dike,19,25-Jul-14,1,20,0,0
dike,20,28-Jul-14,1,20,0,0
dike,1,1-Jun-14,1,21,80,2
dike,2,4-Jun-14,1,21,2,0
dike,3,7-Jun-14,1,21,24,0
dike,4,10-Jun-14,1,21,64,0
dike,5,13-Jun-14,1,21,119,0
dike,6,16-Jun-14,1,21,159,1
dike,7,19-Jun-14,1,21,12,0
dike,8,22-Jun-14,1,21,55,0
dike,9,25-Jun-14,1,21,56,0
dike,10,28-Jun-14,1,21,4,0
dike,11,1-Jul-14,1,21,5,0
dike,12,4-Jul-14,1,21,0,0
dike,13,7-Jul-14,1,21,2,0
dike,14,10-Jul-14,1,21,21,0
dike,15,13-Jul-14,1,21,20,0
dike,16,16-Jul-14,1,21,11,0
dike,17,19-Jul-14,1,21,69,0
dike,18,22-Jul-14,1,21,41,0
dike,19,25-Jul-14,1,21,80,0
dike,20,28-Jul-14,1,21,69,0
airport,1,3-Jun-14,2,1,0,0
airport,2,6-Jun-14,2,1,0,0
airport,3,9-Jun-14,2,1,0,0
airport,4,12-Jun-14,2,1,0,0
airport,5,15-Jun-14,2,1,0,0
airport,6,18-Jun-14,2,1,0,0
airport,7,21-Jun-14,2,1,3,0
airport,8,24-Jun-14,2,1,3,0
airport,9,27-Jun-14,2,1,1,0
airport,10,30-Jun-14,2,1,1,0
airport,11,3-Jul-14,2,1,0,0
airport,12,6-Jul-14,2,1,0,0
airport,13,9-Jul-14,2,1,0,0
airport,14,12-Jul-14,2,1,0,0
airport,15,15-Jul-14,2,1,8,0
airport,16,18-Jul-14,2,1,32,0
airport,17,21-Jul-14,2,1,31,0
airport,18,24-Jul-14,2,1,30,0
airport,19,27-Jul-14,2,1,22,1
airport,1,3-Jun-14,2,2,0,0
airport,2,6-Jun-14,2,2,0,0
airport,3,9-Jun-14,2,2,1,0
airport,4,12-Jun-14,2,2,9,0
airport,5,15-Jun-14,2,2,0,0
airport,6,18-Jun-14,2,2,0,0
airport,7,21-Jun-14,2,2,0,0
airport,8,24-Jun-14,2,2,0,0
airport,9,27-Jun-14,2,2,3,0
airport,10,30-Jun-14,2,2,5,0
airport,11,3-Jul-14,2,2,8,0
airport,12,6-Jul-14,2,2,4,0
airport,13,9-Jul-14,2,2,1,0
airport,14,12-Jul-14,2,2,1,0
airport,15,15-Jul-14,2,2,0,0
airport,16,18-Jul-14,2,2,6,0
airport,17,21-Jul-14,2,2,6,0
airport,18,24-Jul-14,2,2,32,0
airport,19,27-Jul-14,2,2,5,0
airport,1,3-Jun-14,2,3,0,0
airport,2,6-Jun-14,2,3,0,0
airport,3,9-Jun-14,2,3,0,0
airport,4,12-Jun-14,2,3,0,0
airport,5,15-Jun-14,2,3,0,0
airport,6,18-Jun-14,2,3,0,0
airport,7,21-Jun-14,2,3,0,0
airport,8,24-Jun-14,2,3,0,0
airport,9,27-Jun-14,2,3,4,0
airport,10,30-Jun-14,2,3,5,0
airport,11,3-Jul-14,2,3,0,0
airport,12,6-Jul-14,2,3,0,0
airport,13,9-Jul-14,2,3,2,0
airport,14,12-Jul-14,2,3,0,0
airport,15,15-Jul-14,2,3,3,0
airport,16,18-Jul-14,2,3,11,0
airport,17,21-Jul-14,2,3,0,0
airport,18,24-Jul-14,2,3,2,0
airport,19,27-Jul-14,2,3,0,0
airport,1,3-Jun-14,2,5,1,0
airport,2,6-Jun-14,2,5,1,0
airport,3,9-Jun-14,2,5,0,0
airport,4,12-Jun-14,2,5,0,0
airport,5,15-Jun-14,2,5,4,0
airport,6,18-Jun-14,2,5,3,0
airport,7,21-Jun-14,2,5,0,0
airport,8,24-Jun-14,2,5,0,0
airport,9,27-Jun-14,2,5,0,0
airport,10,30-Jun-14,2,5,1,0
airport,11,3-Jul-14,2,5,1,0
airport,12,6-Jul-14,2,5,0,0
airport,13,9-Jul-14,2,5,0,0
airport,14,12-Jul-14,2,5,0,0
airport,15,15-Jul-14,2,5,0,0
airport,16,18-Jul-14,2,5,5,0
airport,17,21-Jul-14,2,5,2,0
airport,18,24-Jul-14,2,5,1,0
airport,19,27-Jul-14,2,5,0,0
airport,1,3-Jun-14,2,6,7,0
airport,2,6-Jun-14,2,6,8,0
airport,3,9-Jun-14,2,6,0,0
airport,4,12-Jun-14,2,6,3,0
airport,5,15-Jun-14,2,6,5,0
airport,6,18-Jun-14,2,6,24,0
airport,7,21-Jun-14,2,6,6,0
airport,8,24-Jun-14,2,6,1,0
airport,9,27-Jun-14,2,6,2,0
airport,10,30-Jun-14,2,6,3,0
airport,11,3-Jul-14,2,6,2,0
airport,12,6-Jul-14,2,6,0,0
airport,13,9-Jul-14,2,6,0,0
airport,14,12-Jul-14,2,6,0,0
airport,15,15-Jul-14,2,6,8,0
airport,16,18-Jul-14,2,6,9,0
airport,17,21-Jul-14,2,6,3,0
airport,18,24-Jul-14,2,6,6,0
airport,19,27-Jul-14,2,6,0,0
airport,1,3-Jun-14,2,7,1,0
airport,2,6-Jun-14,2,7,6,0
airport,3,9-Jun-14,2,7,9,0
airport,4,12-Jun-14,2,7,1,0
airport,5,15-Jun-14,2,7,10,0
airport,6,18-Jun-14,2,7,23,0
airport,7,21-Jun-14,2,7,4,0
airport,8,24-Jun-14,2,7,6,0
airport,9,27-Jun-14,2,7,1,0
airport,10,30-Jun-14,2,7,0,0
airport,11,3-Jul-14,2,7,0,0
airport,12,6-Jul-14,2,7,0,0
airport,13,9-Jul-14,2,7,8,0
airport,14,12-Jul-14,2,7,6,0
airport,15,15-Jul-14,2,7,0,0
airport,16,18-Jul-14,2,7,2,0
airport,17,21-Jul-14,2,7,0,0
airport,18,24-Jul-14,2,7,6,0
airport,19,27-Jul-14,2,7,0,0
airport,1,3-Jun-14,2,8,4,0
airport,2,6-Jun-14,2,8,0,0
airport,3,9-Jun-14,2,8,0,0
airport,4,12-Jun-14,2,8,0,0
airport,5,15-Jun-14,2,8,3,0
airport,6,18-Jun-14,2,8,12,0
airport,7,21-Jun-14,2,8,17,0
airport,8,24-Jun-14,2,8,1,0
airport,9,27-Jun-14,2,8,1,0
airport,10,30-Jun-14,2,8,1,0
airport,11,3-Jul-14,2,8,4,0
airport,12,6-Jul-14,2,8,0,0
airport,13,9-Jul-14,2,8,0,0
airport,14,12-Jul-14,2,8,0,0
airport,15,15-Jul-14,2,8,0,0
airport,16,18-Jul-14,2,8,0,0
airport,17,21-Jul-14,2,8,0,0
airport,18,24-Jul-14,2,8,0,0
airport,19,27-Jul-14,2,8,0,0
airport,1,3-Jun-14,2,9,3,0
airport,2,6-Jun-14,2,9,0,0
airport,3,9-Jun-14,2,9,0,0
airport,4,12-Jun-14,2,9,0,0
airport,5,15-Jun-14,2,9,0,0
airport,6,18-Jun-14,2,9,0,0
airport,7,21-Jun-14,2,9,2,0
airport,8,24-Jun-14,2,9,5,0
airport,9,27-Jun-14,2,9,4,0
airport,10,30-Jun-14,2,9,0,0
airport,11,3-Jul-14,2,9,0,0
airport,12,6-Jul-14,2,9,0,0
airport,13,9-Jul-14,2,9,1,0
airport,14,12-Jul-14,2,9,0,0
airport,15,15-Jul-14,2,9,0,0
airport,16,18-Jul-14,2,9,1,0
airport,17,21-Jul-14,2,9,0,0
airport,18,24-Jul-14,2,9,0,0
airport,19,27-Jul-14,2,9,0,0
airport,1,3-Jun-14,2,11,0,0
airport,2,6-Jun-14,2,11,0,0
airport,3,9-Jun-14,2,11,0,0
airport,4,12-Jun-14,2,11,0,0
airport,5,15-Jun-14,2,11,1,0
airport,6,18-Jun-14,2,11,7,0
airport,7,21-Jun-14,2,11,2,0
airport,8,24-Jun-14,2,11,0,0
airport,9,27-Jun-14,2,11,0,0
airport,10,30-Jun-14,2,11,0,0
airport,11,3-Jul-14,2,11,0,0
airport,12,6-Jul-14,2,11,0,0
airport,13,9-Jul-14,2,11,0,0
airport,14,12-Jul-14,2,11,0,0
airport,15,15-Jul-14,2,11,0,0
airport,16,18-Jul-14,2,11,4,0
airport,17,21-Jul-14,2,11,0,0
airport,18,24-Jul-14,2,11,13,0
airport,19,27-Jul-14,2,11,0,0
airport,1,3-Jun-14,2,12,20,0
airport,2,6-Jun-14,2,12,0,0
airport,3,9-Jun-14,2,12,0,0
airport,4,12-Jun-14,2,12,0,0
airport,5,15-Jun-14,2,12,0,0
airport,6,18-Jun-14,2,12,1,0
airport,7,21-Jun-14,2,12,2,0
airport,8,24-Jun-14,2,12,0,0
airport,9,27-Jun-14,2,12,1,0
airport,10,30-Jun-14,2,12,2,0
airport,11,3-Jul-14,2,12,0,0
airport,12,6-Jul-14,2,12,0,0
airport,13,9-Jul-14,2,12,0,0
airport,14,12-Jul-14,2,12,0,0
airport,15,15-Jul-14,2,12,0,0
airport,16,18-Jul-14,2,12,0,0
airport,17,21-Jul-14,2,12,0,0
airport,18,24-Jul-14,2,12,0,0
airport,19,27-Jul-14,2,12,0,0
lighthouse,1,5-Jun-14,3,1,28,0
lighthouse,2,8-Jun-14,3,1,47,0
lighthouse,3,11-Jun-14,3,1,87,0
lighthouse,4,14-Jun-14,3,1,128,1
lighthouse,5,17-Jun-14,3,1,353,0
lighthouse,6,20-Jun-14,3,1,58,1
lighthouse,7,23-Jun-14,3,1,59,0
lighthouse,8,26-Jun-14,3,1,27,0
lighthouse,9,29-Jun-14,3,1,19,0
lighthouse,10,2-Jul-14,3,1,29,0
lighthouse,11,5-Jul-14,3,1,35,0
lighthouse,12,8-Jul-14,3,1,32,0
lighthouse,13,11-Jul-14,3,1,32,0
lighthouse,14,14-Jul-14,3,1,22,0
lighthouse,15,17-Jul-14,3,1,49,0
lighthouse,16,20-Jul-14,3,1,136,0
lighthouse,17,23-Jul-14,3,1,127,0
lighthouse,18,26-Jul-14,3,1,27,0
lighthouse,19,29-Jul-14,3,1,43,0
lighthouse,1,5-Jun-14,3,2,57,0
lighthouse,2,8-Jun-14,3,2,94,1
lighthouse,3,11-Jun-14,3,2,97,2
lighthouse,4,14-Jun-14,3,2,102,1
lighthouse,5,17-Jun-14,3,2,11,0
lighthouse,6,20-Jun-14,3,2,8,0
lighthouse,7,23-Jun-14,3,2,72,0
lighthouse,8,26-Jun-14,3,2,42,0
lighthouse,9,29-Jun-14,3,2,24,0
lighthouse,10,2-Jul-14,3,2,4,0
lighthouse,11,5-Jul-14,3,2,5,0
lighthouse,12,8-Jul-14,3,2,44,0
lighthouse,13,11-Jul-14,3,2,76,0
lighthouse,14,14-Jul-14,3,2,36,0
lighthouse,15,17-Jul-14,3,2,35,0
lighthouse,16,20-Jul-14,3,2,52,0
lighthouse,17,23-Jul-14,3,2,15,0
lighthouse,18,26-Jul-14,3,2,19,0
lighthouse,19,29-Jul-14,3,2,7,0
lighthouse,1,5-Jun-14,3,6,15,0
lighthouse,2,8-Jun-14,3,6,5,0
lighthouse,3,11-Jun-14,3,6,1,0
lighthouse,4,14-Jun-14,3,6,1,0
lighthouse,5,17-Jun-14,3,6,0,0
lighthouse,6,20-Jun-14,3,6,6,0
lighthouse,7,23-Jun-14,3,6,12,0
lighthouse,8,26-Jun-14,3,6,14,0
lighthouse,9,29-Jun-14,3,6,8,0
lighthouse,10,2-Jul-14,3,6,8,0
lighthouse,11,5-Jul-14,3,6,1,0
lighthouse,12,8-Jul-14,3,6,18,0
lighthouse,13,11-Jul-14,3,6,23,0
lighthouse,14,14-Jul-14,3,6,5,0
lighthouse,15,17-Jul-14,3,6,2,0
lighthouse,16,20-Jul-14,3,6,1,0
lighthouse,17,23-Jul-14,3,6,8,0
lighthouse,18,26-Jul-14,3,6,0,0
lighthouse,19,29-Jul-14,3,6,0,0
lighthouse,1,5-Jun-14,3,7,1,0
lighthouse,2,8-Jun-14,3,7,17,0
lighthouse,3,11-Jun-14,3,7,0,0
lighthouse,4,14-Jun-14,3,7,0,0
lighthouse,5,17-Jun-14,3,7,1,0
